region_code,reference_year,total_households,single_household_count,single_household_ratio,source,is_sample
21010510,2024,12666.0,4616.0,36.444023369651035,시연용 합성 데이터,True
21010520,2024,5323.0,2814.0,52.86492579372535,시연용 합성 데이터,True
21010530,2024,6111.0,1843.0,30.158730158730158,시연용 합성 데이터,True
21010540,2024,4603.0,2429.0,52.769932652617854,시연용 합성 데이터,True
21010560,2024,14642.0,5313.0,36.28602649911215,시연용 합성 데이터,True
21010570,2024,18259.0,3830.0,20.975957062270663,시연용 합성 데이터,True
21010580,2024,10046.0,5284.0,52.598048974716306,시연용 합성 데이터,True
21010590,2024,10302.0,6173.0,59.92040380508639,시연용 합성 데이터,True
21010600,2024,6266.0,2632.0,42.00446856048516,시연용 합성 데이터,True
21020510,2024,9520.0,3686.0,38.71848739495798,시연용 합성 데이터,True
21020520,2024,19070.0,10465.0,54.8767697954903,시연용 합성 데이터,True
21020530,2024,6696.0,1299.0,19.399641577060933,시연용 합성 데이터,True
21020540,2024,21310.0,4825.0,22.641952135147818,시연용 합성 데이터,True
21020560,2024,13934.0,3777.0,27.10635854743792,시연용 합성 데이터,True
21020570,2024,6066.0,2410.0,39.72964061984833,시연용 합성 데이터,True
21020590,2024,8746.0,5184.0,59.27281042762406,시연용 합성 데이터,True
21020610,2024,4256.0,1810.0,42.528195488721806,시연용 합성 데이터,True
21020630,2024,5105.0,2978.0,58.33496571988247,시연용 합성 데이터,True
21020640,2024,5215.0,3172.0,60.82454458293385,시연용 합성 데이터,True
21020650,2024,3297.0,1885.0,57.17318774643615,시연용 합성 데이터,True
21020680,2024,14134.0,4139.0,29.283996037922737,시연용 합성 데이터,True
21020690,2024,8758.0,1920.0,21.922813427723227,시연용 합성 데이터,True
21030510,2024,9104.0,4674.0,51.34007029876977,시연용 합성 데이터,True
21030520,2024,3196.0,1567.0,49.03003754693367,시연용 합성 데이터,True
21030530,2024,6191.0,1978.0,31.94960426425456,시연용 합성 데이터,True
21030550,2024,19267.0,5668.0,29.418176156121866,시연용 합성 데이터,True
21030560,2024,11702.0,6885.0,58.83609639377884,시연용 합성 데이터,True
21030570,2024,17588.0,5196.0,29.542870138730954,시연용 합성 데이터,True
21030590,2024,9642.0,5589.0,57.96515245799627,시연용 합성 데이터,True
21030600,2024,5821.0,2169.0,37.26163889366088,시연용 합성 데이터,True
21030660,2024,3271.0,1594.0,48.731274839498624,시연용 합성 데이터,True
21030680,2024,2333.0,1158.0,49.6356622374625,시연용 합성 데이터,True
21030700,2024,2773.0,1452.0,52.36206274792643,시연용 합성 데이터,True
21030710,2024,10970.0,3510.0,31.996353691886963,시연용 합성 데이터,True
21040530,2024,12631.0,2551.0,20.196342332356902,시연용 합성 데이터,True
21040540,2024,10611.0,4291.0,40.439166902271225,시연용 합성 데이터,True
21040550,2024,5384.0,1458.0,27.080237741456166,시연용 합성 데이터,True
21040590,2024,17389.0,9193.0,52.86675484501696,시연용 합성 데이터,True
21040630,2024,17374.0,4127.0,23.753885115690114,시연용 합성 데이터,True
21040640,2024,11948.0,3803.0,31.82959491128222,시연용 합성 데이터,True
21040650,2024,4192.0,1584.0,37.786259541984734,시연용 합성 데이터,True
21040660,2024,13637.0,3350.0,24.565520275720466,시연용 합성 데이터,True
21040670,2024,8128.0,3835.0,47.18257874015748,시연용 합성 데이터,True
21040680,2024,3920.0,2138.0,54.54081632653062,시연용 합성 데이터,True
21040690,2024,6858.0,2094.0,30.533683289588804,시연용 합성 데이터,True
21050520,2024,15121.0,4778.0,31.598439256662918,시연용 합성 데이터,True
21050540,2024,12327.0,3791.0,30.75363024255699,시연용 합성 데이터,True
21050550,2024,2597.0,1384.0,53.29226030034655,시연용 합성 데이터,True
21050560,2024,4973.0,2213.0,44.5003016287955,시연용 합성 데이터,True
21050570,2024,21892.0,6268.0,28.631463548328156,시연용 합성 데이터,True
21050610,2024,17426.0,10591.0,60.77699988522897,시연용 합성 데이터,True
21050640,2024,5065.0,1077.0,21.263573543928924,시연용 합성 데이터,True
21050660,2024,5230.0,2406.0,46.0038240917782,시연용 합성 데이터,True
21050680,2024,13130.0,5696.0,43.38156892612338,시연용 합성 데이터,True
21050700,2024,11803.0,4027.0,34.11844446327205,시연용 합성 데이터,True
21050720,2024,8154.0,4553.0,55.83762570517538,시연용 합성 데이터,True
21050740,2024,2715.0,865.0,31.860036832412526,시연용 합성 데이터,True
21050750,2024,2685.0,532.0,19.813780260707638,시연용 합성 데이터,True
21050760,2024,12369.0,4476.0,36.18724229929663,시연용 합성 데이터,True
21050770,2024,11288.0,3714.0,32.90219702338767,시연용 합성 데이터,True
21050800,2024,1701.0,989.0,58.14226925338036,시연용 합성 데이터,True
21050810,2024,4530.0,1421.0,31.368653421633553,시연용 합성 데이터,True
21050820,2024,8462.0,2631.0,31.091940439612387,시연용 합성 데이터,True
21050830,2024,10597.0,6527.0,61.59290365197697,시연용 합성 데이터,True
21050840,2024,1699.0,327.0,19.246615656268393,시연용 합성 데이터,True
21060510,2024,7412.0,3603.0,48.61036157582299,시연용 합성 데이터,True
21060520,2024,6099.0,2050.0,33.61206755205771,시연용 합성 데이터,True
21060550,2024,8153.0,2769.0,33.96295842021342,시연용 합성 데이터,True
21060560,2024,12529.0,3009.0,24.016282225237447,시연용 합성 데이터,True
21060570,2024,4584.0,2585.0,56.39179755671903,시연용 합성 데이터,True
21060580,2024,16375.0,3377.0,20.62290076335878,시연용 합성 데이터,True
21060590,2024,12225.0,5255.0,42.98568507157464,시연용 합성 데이터,True
21060600,2024,9523.0,3675.0,38.590780216318386,시연용 합성 데이터,True
21060610,2024,15883.0,3633.0,22.873512560599384,시연용 합성 데이터,True
21060620,2024,16694.0,5784.0,34.64717862705163,시연용 합성 데이터,True
21060630,2024,10655.0,5612.0,52.67010793054904,시연용 합성 데이터,True
21060640,2024,14511.0,6708.0,46.22700020673972,시연용 합성 데이터,True
21060650,2024,8380.0,3496.0,41.718377088305495,시연용 합성 데이터,True
21070530,2024,9814.0,6055.0,61.697574893009985,시연용 합성 데이터,True
21070540,2024,4715.0,1073.0,22.757158006362673,시연용 합성 데이터,True
21070550,2024,8463.0,3396.0,40.12761432116271,시연용 합성 데이터,True
21070560,2024,15247.0,6118.0,40.125926411753134,시연용 합성 데이터,True
21070570,2024,4835.0,1744.0,36.07032057911066,시연용 합성 데이터,True
21070580,2024,9254.0,3110.0,33.60708882645342,시연용 합성 데이터,True
21070590,2024,13973.0,7867.0,56.30143848851357,시연용 합성 데이터,True
21070600,2024,5554.0,2275.0,40.96146921137919,시연용 합성 데이터,True
21070610,2024,4912.0,1644.0,33.469055374592834,시연용 합성 데이터,True
21070620,2024,7695.0,4483.0,58.25860948667966,시연용 합성 데이터,True
21070630,2024,9084.0,5002.0,55.063848524878914,시연용 합성 데이터,True
21070660,2024,15686.0,5070.0,32.32181563177355,시연용 합성 데이터,True
21070670,2024,4191.0,1445.0,34.47864471486518,시연용 합성 데이터,True
21070680,2024,10708.0,4893.0,45.69480762047068,시연용 합성 데이터,True
21070690,2024,10344.0,3304.0,31.94122196442382,시연용 합성 데이터,True
21070700,2024,14778.0,3132.0,21.193666260657736,시연용 합성 데이터,True
21070710,2024,12771.0,3263.0,25.55007438728369,시연용 합성 데이터,True
21080510,2024,9874.0,5328.0,53.959894672878264,시연용 합성 데이터,True
21080520,2024,13813.0,6843.0,49.54028813436618,시연용 합성 데이터,True
21080530,2024,9335.0,5356.0,57.375468666309594,시연용 합성 데이터,True
21080540,2024,17517.0,6653.0,37.98024775931952,시연용 합성 데이터,True
21080550,2024,15627.0,6894.0,44.115953157995776,시연용 합성 데이터,True
21080560,2024,8591.0,2327.0,27.086485857292512,시연용 합성 데이터,True
21080570,2024,17033.0,9913.0,58.19879058298597,시연용 합성 데이터,True
21080580,2024,9276.0,2241.0,24.159120310478656,시연용 합성 데이터,True
21080590,2024,11301.0,2486.0,21.998053269622158,시연용 합성 데이터,True
21080600,2024,13499.0,5469.0,40.51411215645604,시연용 합성 데이터,True
21080610,2024,10391.0,4261.0,41.0066403618516,시연용 합성 데이터,True
21080620,2024,14113.0,8238.0,58.371714022532416,시연용 합성 데이터,True
21080630,2024,6113.0,3238.0,52.96908228365778,시연용 합성 데이터,True
21090530,2024,4812.0,2138.0,44.4305901911887,시연용 합성 데이터,True
21090540,2024,12593.0,3271.0,25.974747875804017,시연용 합성 데이터,True
21090560,2024,11544.0,2258.0,19.559944559944558,시연용 합성 데이터,True
21090580,2024,16113.0,6009.0,37.292869111897225,시연용 합성 데이터,True
21090590,2024,9266.0,2854.0,30.800777034319015,시연용 합성 데이터,True
21090620,2024,10400.0,3693.0,35.50961538461539,시연용 합성 데이터,True
21090640,2024,6152.0,2195.0,35.67945383615084,시연용 합성 데이터,True
21090650,2024,8076.0,2897.0,35.8717186726102,시연용 합성 데이터,True
21090660,2024,8396.0,3715.0,44.24726060028585,시연용 합성 데이터,True
21090670,2024,10733.0,2011.0,18.736606726916985,시연용 합성 데이터,True
21090680,2024,14994.0,8983.0,59.91063091903428,시연용 합성 데이터,True
21090690,2024,4461.0,1293.0,28.98453261600538,시연용 합성 데이터,True
21090700,2024,13208.0,4486.0,33.96426408237432,시연용 합성 데이터,True
21090710,2024,7805.0,2200.0,28.187059577194105,시연용 합성 데이터,True
21090720,2024,14478.0,2982.0,20.596767509324494,시연용 합성 데이터,True
21090730,2024,10169.0,5067.0,49.827908348903534,시연용 합성 데이터,True
21090740,2024,11316.0,3582.0,31.6542948038176,시연용 합성 데이터,True
21090750,2024,10128.0,5274.0,52.073459715639814,시연용 합성 데이터,True
21100510,2024,7910.0,2618.0,33.097345132743364,시연용 합성 데이터,True
21100520,2024,15811.0,9331.0,59.01587502371767,시연용 합성 데이터,True
21100530,2024,8367.0,2265.0,27.070634636070277,시연용 합성 데이터,True
21100540,2024,11183.0,3633.0,32.48681033711884,시연용 합성 데이터,True
21100550,2024,10765.0,2001.0,18.588016720854622,시연용 합성 데이터,True
21100560,2024,1946.0,591.0,30.369989722507707,시연용 합성 데이터,True
21100570,2024,5923.0,1356.0,22.89380381563397,시연용 합성 데이터,True
21100580,2024,12768.0,3548.0,27.788220551378444,시연용 합성 데이터,True
21100590,2024,14948.0,5168.0,34.573187048434576,시연용 합성 데이터,True
21100600,2024,14944.0,5147.0,34.441916488222695,시연용 합성 데이터,True
21100610,2024,13773.0,7014.0,50.92572424308429,시연용 합성 데이터,True
21100620,2024,17768.0,10116.0,56.93381359747861,시연용 합성 데이터,True
21100630,2024,1895.0,674.0,35.56728232189973,시연용 합성 데이터,True
21100640,2024,4909.0,2909.0,59.25850478712569,시연용 합성 데이터,True
21100650,2024,12660.0,3614.0,28.546603475513425,시연용 합성 데이터,True
21100660,2024,7099.0,3397.0,47.85181011410058,시연용 합성 데이터,True
21110510,2024,3399.0,1681.0,49.45572227125625,시연용 합성 데이터,True
21110520,2024,15338.0,8816.0,57.47815882122832,시연용 합성 데이터,True
21110570,2024,8394.0,5196.0,61.90135811293781,시연용 합성 데이터,True
21110580,2024,13228.0,4659.0,35.220743876625335,시연용 합성 데이터,True
21110590,2024,10233.0,2069.0,20.218899638424702,시연용 합성 데이터,True
21110600,2024,3642.0,2082.0,57.166392092257,시연용 합성 데이터,True
21110610,2024,6903.0,2968.0,42.995798928002316,시연용 합성 데이터,True
21110640,2024,16036.0,7418.0,46.25841855824395,시연용 합성 데이터,True
21110670,2024,3995.0,2347.0,58.748435544430535,시연용 합성 데이터,True
21110680,2024,6579.0,2209.0,33.5765313877489,시연용 합성 데이터,True
21110690,2024,12413.0,2719.0,21.90445500684766,시연용 합성 데이터,True
21110700,2024,12444.0,5340.0,42.912246865959496,시연용 합성 데이터,True
21110710,2024,10962.0,3296.0,30.067505929574896,시연용 합성 데이터,True
21110720,2024,17008.0,10454.0,61.465192850423335,시연용 합성 데이터,True
21110730,2024,7571.0,3170.0,41.87029454497424,시연용 합성 데이터,True
21110740,2024,9315.0,3122.0,33.515834675254965,시연용 합성 데이터,True
21120510,2024,7065.0,1892.0,26.77990092002831,시연용 합성 데이터,True
21120520,2024,11941.0,2833.0,23.724981157357007,시연용 합성 데이터,True
21120530,2024,1766.0,994.0,56.28539071347678,시연용 합성 데이터,True
21120550,2024,13803.0,6927.0,50.18474244729406,시연용 합성 데이터,True
21120561,2024,10331.0,5657.0,54.75752589294357,시연용 합성 데이터,True
21120562,2024,21559.0,7012.0,32.524699661394315,시연용 합성 데이터,True
21120580,2024,7141.0,2953.0,41.35275171544602,시연용 합성 데이터,True
21120590,2024,6780.0,4032.0,59.469026548672566,시연용 합성 데이터,True
21120600,2024,15284.0,4601.0,30.103376079560324,시연용 합성 데이터,True
21130510,2024,10346.0,3316.0,32.05103421612217,시연용 합성 데이터,True
21130520,2024,1880.0,391.0,20.79787234042553,시연용 합성 데이터,True
21130530,2024,11259.0,4391.0,38.999911182165384,시연용 합성 데이터,True
21130540,2024,10143.0,5544.0,54.6583850931677,시연용 합성 데이터,True
21130550,2024,8789.0,3837.0,43.65684378200022,시연용 합성 데이터,True
21130560,2024,16603.0,6954.0,41.8839968680359,시연용 합성 데이터,True
21130570,2024,12939.0,4398.0,33.99026199860886,시연용 합성 데이터,True
21130580,2024,3613.0,1832.0,50.705784666482145,시연용 합성 데이터,True
21130590,2024,12139.0,6970.0,57.41823873465689,시연용 합성 데이터,True
21130600,2024,3346.0,722.0,21.57800358637179,시연용 합성 데이터,True
21130620,2024,18830.0,8870.0,47.10568242166755,시연용 합성 데이터,True
21130630,2024,19291.0,6642.0,34.43056347519568,시연용 합성 데이터,True
21140510,2024,7557.0,4374.0,57.88011115522033,시연용 합성 데이터,True
21140520,2024,3771.0,1878.0,49.801113762927606,시연용 합성 데이터,True
21140530,2024,13274.0,4393.0,33.09477173421727,시연용 합성 데이터,True
21140540,2024,10497.0,2317.0,22.072973230446795,시연용 합성 데이터,True
21140550,2024,5535.0,2274.0,41.084010840108405,시연용 합성 데이터,True
21140560,2024,1885.0,645.0,34.217506631299734,시연용 합성 데이터,True
21140570,2024,13413.0,4798.0,35.77126668157757,시연용 합성 데이터,True
21140580,2024,6005.0,2553.0,42.51457119067444,시연용 합성 데이터,True
21140590,2024,15738.0,6386.0,40.57694751556742,시연용 합성 데이터,True
21140600,2024,8381.0,3855.0,45.99689774489918,시연용 합성 데이터,True
21150510,2024,11771.0,3635.0,30.880978676408123,시연용 합성 데이터,True
21150520,2024,12025.0,3246.0,26.993762993762992,시연용 합성 데이터,True
21150540,2024,5990.0,2700.0,45.07512520868113,시연용 합성 데이터,True
21150550,2024,20775.0,4836.0,23.27797833935018,시연용 합성 데이터,True
21150560,2024,13123.0,4256.0,32.431608626076354,시연용 합성 데이터,True
21150570,2024,2693.0,1319.0,48.97883401411065,시연용 합성 데이터,True
21150600,2024,9489.0,1934.0,20.38149436189272,시연용 합성 데이터,True
21150610,2024,13983.0,5297.0,37.881713509261246,시연용 합성 데이터,True
21150620,2024,13489.0,6323.0,46.87523167024983,시연용 합성 데이터,True
21150630,2024,13553.0,6126.0,45.2003246513687,시연용 합성 데이터,True
21150640,2024,8333.0,4495.0,53.94215768630745,시연용 합성 데이터,True
21150650,2024,21888.0,8554.0,39.080774853801174,시연용 합성 데이터,True
21510110,2024,12626.0,3190.0,25.265325518770794,시연용 합성 데이터,True
21510111,2024,7036.0,2924.0,41.557703240477544,시연용 합성 데이터,True
21510120,2024,10215.0,4265.0,41.75232501223691,시연용 합성 데이터,True
21510130,2024,12444.0,6978.0,56.07521697203472,시연용 합성 데이터,True
21510330,2024,5966.0,3163.0,53.01709688233323,시연용 합성 데이터,True
21010,2024,88218.0,34934.0,39.599628193792654,시연용 합성 데이터,True
21020,2024,126107.0,47550.0,37.70607499980175,시연용 합성 데이터,True
21030,2024,101858.0,41440.0,40.684089614954146,시연용 합성 데이터,True
21040,2024,112072.0,38424.0,34.28510243414948,시연용 합성 데이터,True
21050,2024,173764.0,68266.0,39.286618632167766,시연용 합성 데이터,True
21060,2024,143023.0,51556.0,36.04734902777874,시연용 합성 데이터,True
21070,2024,162024.0,63874.0,39.4225546832568,시연용 합성 데이터,True
21080,2024,156483.0,69247.0,44.25209128148106,시연용 합성 데이터,True
21090,2024,184644.0,64908.0,35.15305127705206,시연용 합성 데이터,True
21100,2024,162669.0,63382.0,38.96378535553794,시연용 합성 데이터,True
21110,2024,157460.0,67546.0,42.89724374444303,시연용 합성 데이터,True
21120,2024,95670.0,36901.0,38.57112992578656,시연용 합성 데이터,True
21130,2024,129178.0,53867.0,41.699825047608726,시연용 합성 데이터,True
21140,2024,86056.0,33473.0,38.89676489727619,시연용 합성 데이터,True
21150,2024,147112.0,52721.0,35.837321224645166,시연용 합성 데이터,True
21510,2024,48287.0,20520.0,42.495909872222335,시연용 합성 데이터,True
21,2024,2074625.0,808609.0,38.97615231668374,시연용 합성 데이터,True
